Color	Gene	Number
black	0610005G16Rik	7
black	0610005I03Rik	7
blue	0610006F12Rik	2
brown	0610007P14Rik	3
blue	0610008A24Rik	2
turquoise	0610009B22Rik	1
black	0610009I12Rik	7
turquoise	0610009L18Rik	1
blue	0610009O20Rik	2
turquoise	0610010F05Rik	1
grey60	0610010K14Rik	17
pink	0610011F06Rik	8
greenyellow	0610012G03Rik	11
turquoise	0610025J13Rik	1
turquoise	0610030E20Rik	1
brown	0610037L13Rik	3
turquoise	0610040B10Rik	1
brown	0610040J01Rik	3
red	1010001N08Rik	6
green	1110001J03Rik	5
turquoise	1110002L01Rik	1
blue	1110004E09Rik	2
blue	1110004F10Rik	2
turquoise	1110006O24Rik	1
turquoise	1110007C09Rik	1
turquoise	1110008E08Rik	1
turquoise	1110008F13Rik	1
blue	1110008L16Rik	2
blue	1110008P14Rik	2
turquoise	1110012L19Rik	1
turquoise	1110017D15Rik	1
turquoise	1110020A21Rik	1
blue	1110020C17Rik	2
yellow	1110032A03Rik	4
blue	1110034G24Rik	2
blue	1110037F02Rik	2
blue	1110038F14Rik	2
turquoise	1110051M20Rik	1
blue	1110057K04Rik	2
turquoise	1110058L19Rik	1
magenta	1110059E24Rik	9
pink	1110059G10Rik	8
turquoise	1110065P20Rik	1
turquoise	1190002N15Rik	1
black	1190005I06Rik	7
turquoise	1190007I07Rik	1
turquoise	1190028D05Rik	1
turquoise	1200007C13Rik	1
blue	1200014J11Rik	2
yellow	1200016E24Rik	4
turquoise	1300017J02Rik	1
turquoise	1500011B03Rik	1
turquoise	1500011K16Rik	1
turquoise	1500012K07Rik	1
green	1500015L24Rik	5
green	1500015O10Rik	5
brown	1500026H17Rik	3
yellow	1500035N22Rik	4
green	1520401A03Rik	5
green	1600002D24Rik	5
red	1600002H07Rik	6
turquoise	1600002K03Rik	1
green	1600012H06Rik	5
turquoise	1600012P17Rik	1
turquoise	1600014C10Rik	1
turquoise	1600014C23Rik	1
turquoise	1600014K23Rik	1
yellow	1600020E01Rik	4
turquoise	1600022D10Rik	1
turquoise	1600025M17Rik	1
yellow	1600029I14Rik	4
turquoise	1600029O10Rik	1
turquoise	1700001C02Rik	1
turquoise	1700001C19Rik	1
turquoise	1700001F09Rik	1
turquoise	1700001G17Rik	1
yellow	1700001J03Rik	4
blue	1700001K19Rik	2
turquoise	1700001K23Rik	1
turquoise	1700001L05Rik	1
lightgreen	1700001L19Rik	18
turquoise	1700001O22Rik	1
turquoise	1700001P01Rik	1
brown	1700003E16Rik	3
turquoise	1700003F12Rik	1
turquoise	1700003H04Rik	1
turquoise	1700003M02Rik	1
turquoise	1700006A11Rik	1
turquoise	1700006E09Rik	1
blue	1700006J14Rik	2
turquoise	1700007B14Rik	1
turquoise	1700007G11Rik	1
turquoise	1700007K09Rik	1
blue	1700007K13Rik	2
brown	1700008F21Rik	3
blue	1700008H02Rik	2
blue	1700008I05Rik	2
magenta	1700008O03Rik	9
yellow	1700008P02Rik	4
turquoise	1700009J07Rik	1
red	1700009N14Rik	6
brown	1700010B08Rik	3
turquoise	1700010D01Rik	1
blue	1700010H22Rik	2
pink	1700010I14Rik	8
red	1700010L04Rik	6
turquoise	1700010L13Rik	1
yellow	1700011A15Rik	4
turquoise	1700011E24Rik	1
magenta	1700011H14Rik	9
blue	1700011L22Rik	2
turquoise	1700011M02Rik	1
turquoise	1700012B07Rik	1
green	1700012B09Rik	5
yellow	1700012P22Rik	4
blue	1700013D24Rik	2
turquoise	1700013F07Rik	1
magenta	1700013G24Rik	9
blue	1700013H16Rik	2
turquoise	1700013J13Rik	1
grey60	1700014D04Rik	17
turquoise	1700015E13Rik	1
turquoise	1700015F17Rik	1
turquoise	1700016C15Rik	1
turquoise	1700016D06Rik	1
blue	1700016H13Rik	2
turquoise	1700016K19Rik	1
brown	1700017B05Rik	3
yellow	1700017D01Rik	4
turquoise	1700017G19Rik	1
brown	1700017N19Rik	3
turquoise	1700018A04Rik	1
magenta	1700018A14Rik	9
brown	1700018B08Rik	3
turquoise	1700018B24Rik	1
brown	1700018C11Rik	3
yellow	1700019A02Rik	4
pink	1700019B03Rik	8
green	1700019D03Rik	5
yellow	1700019G17Rik	4
turquoise	1700019J19Rik	1
turquoise	1700019L03Rik	1
turquoise	1700019M22Rik	1
turquoise	1700019N19Rik	1
turquoise	1700019O17Rik	1
yellow	1700020A23Rik	4
brown	1700020D05Rik	3
brown	1700020I14Rik	3
turquoise	1700020L24Rik	1
blue	1700020N01Rik	2
black	1700020N15Rik	7
turquoise	1700021A07Rik	1
tan	1700021F05Rik	12
turquoise	1700021F07Rik	1
blue	1700021K19Rik	2
yellow	1700021P04Rik	4
green	1700022A21Rik	5
turquoise	1700022F17Rik	1
magenta	1700022I11Rik	9
turquoise	1700023E05Rik	1
turquoise	1700023F06Rik	1
blue	1700023L04Rik	2
turquoise	1700024B05Rik	1
turquoise	1700024G13Rik	1
yellow	1700024P04Rik	4
blue	1700024P16Rik	2
blue	1700025B11Rik	2
blue	1700025F22Rik	2
brown	1700025G04Rik	3
turquoise	1700025H01Rik	1
blue	1700025O08Rik	2
pink	1700026D08Rik	8
turquoise	1700026J12Rik	1
turquoise	1700026L06Rik	1
turquoise	1700026N04Rik	1
turquoise	1700027I07Rik	1
grey60	1700027J07Rik	17
blue	1700028I16Rik	2
turquoise	1700028J19Rik	1
brown	1700028K03Rik	3
red	1700028P14Rik	6
pink	1700029F12Rik	8
yellow	1700029H14Rik	4
blue	1700029I15Rik	2
turquoise	1700029J07Rik	1
red	1700029M20Rik	6
magenta	1700029P11Rik	9
turquoise	1700030F18Rik	1
brown	1700030J22Rik	3
blue	1700030K09Rik	2
turquoise	1700031A10Rik	1
pink	1700031F05Rik	8
turquoise	1700034H15Rik	1
turquoise	1700034I23Rik	1
yellow	1700034J04Rik	4
yellow	1700034J05Rik	4
yellow	1700034O15Rik	4
blue	1700036A12Rik	2
turquoise	1700037C18Rik	1
brown	1700037H04Rik	3
turquoise	1700040D17Rik	1
blue	1700040F15Rik	2
blue	1700040F17Rik	2
turquoise	1700040L02Rik	1
turquoise	1700041A03Rik	1
turquoise	1700041G16Rik	1
turquoise	1700042B14Rik	1
grey60	1700042G07Rik	17
turquoise	1700048O20Rik	1
turquoise	1700049G17Rik	1
yellow	1700049J03Rik	4
magenta	1700049L16Rik	9
turquoise	1700052I22Rik	1
tan	1700052K11Rik	12
turquoise	1700052N19Rik	1
blue	1700054A03Rik	2
brown	1700055D18Rik	3
turquoise	1700055N04Rik	1
turquoise	1700056E22Rik	1
brown	1700057D05Rik	3
blue	1700057G04Rik	2
turquoise	1700057H15Rik	1
turquoise	1700060C20Rik	1
turquoise	1700061G19Rik	1
turquoise	1700061I17Rik	1
turquoise	1700062G21Rik	1
yellow	1700063H04Rik	4
turquoise	1700063K16Rik	1
purple	1700065D16Rik	10
turquoise	1700065J11Rik	1
turquoise	1700066B19Rik	1
brown	1700066M21Rik	3
green	1700067K01Rik	5
yellow	1700067P10Rik	4
turquoise	1700069B07Rik	1
turquoise	1700071A11Rik	1
turquoise	1700072H12Rik	1
blue	1700073E17Rik	2
turquoise	1700074P13Rik	1
turquoise	1700080E11Rik	1
red	1700080O16Rik	6
turquoise	1700084K02Rik	1
turquoise	1700084P21Rik	1
purple	1700086D15Rik	10
blue	1700086L19Rik	2
yellow	1700087M12Rik	4
turquoise	1700088E04Rik	1
blue	1700092C17Rik	2
magenta	1700093J21Rik	9
pink	1700093K21Rik	8
turquoise	1700094D03Rik	1
turquoise	1700097I19Rik	1
blue	1700101E01Rik	2
turquoise	1700101I19Rik	1
turquoise	1700102P08Rik	1
blue	1700104B16Rik	2
turquoise	1700106J16Rik	1
yellow	1700108F19Rik	4
brown	1700109H08Rik	3
turquoise	1700111E14Rik	1
turquoise	1700112E06Rik	1
brown	1700112H15Rik	3
turquoise	1700112M01Rik	1
turquoise	1700113H08Rik	1
green	1700113P08Rik	5
yellow	1700120K04Rik	4
turquoise	1700122O11Rik	1
blue	1700123I01Rik	2
turquoise	1700123M08Rik	1
blue	1700123O20Rik	2
turquoise	1700125H20Rik	1
turquoise	1700128E19Rik	1
brown	1700128F08Rik	3
turquoise	1700129C05Rik	1
brown	1810009A15Rik	3
turquoise	1810009J06Rik	1
blue	1810010H24Rik	2
blue	1810010K12Rik	2
blue	1810011H11Rik	2
turquoise	1810011O10Rik	1
blue	1810012K16Rik	2
turquoise	1810013D15Rik	1
green	1810013L24Rik	5
turquoise	1810018F18Rik	1
blue	1810019D21Rik	2
turquoise	1810022K09Rik	1
turquoise	1810024B03Rik	1
blue	1810026B05Rik	2
blue	1810026J23Rik	2
brown	1810030O07Rik	3
turquoise	1810032O08Rik	1
turquoise	1810033F07Rik	1
turquoise	1810034E14Rik	1
turquoise	1810037I17Rik	1
greenyellow	1810041L15Rik	11
tan	1810043G02Rik	12
turquoise	1810043H04Rik	1
green	1810046K07Rik	5
turquoise	1810055G02Rik	1
yellow	1810062G17Rik	4
blue	1810064F22Rik	2
turquoise	1810065E05Rik	1
green	2010001E11Rik	5
blue	2010001K21Rik	2
turquoise	2010002M12Rik	1
turquoise	2010003K11Rik	1
turquoise	2010005H15Rik	1
turquoise	2010007H06Rik	1
blue	2010012O05Rik	2
turquoise	2010015L04Rik	1
turquoise	2010106E10Rik	1
pink	2010107E04Rik	8
green	2010107G23Rik	5
pink	2010109A12Rik	8
turquoise	2010109I03Rik	1
yellow	2010111I01Rik	4
red	2010204K13Rik	6
brown	2010300C02Rik	3
yellow	2210010C04Rik	4
turquoise	2210011C24Rik	1
turquoise	2210013O21Rik	1
turquoise	2210015D19Rik	1
